Date,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
198711,  -7.67,   5.58, -10.97, -10.52, -10.97,  -5.43,  -9.47,  -4.86,   2.32,  -6.37,  -8.27,  -6.70,  -8.18,  -2.52,  -9.30,  -7.11,  -7.23
198712,   7.73,   6.05,   6.19,   9.10,   8.55,  14.73,   5.68,   8.38,  10.31,   7.60,  11.80,   8.58,   7.14,   0.57,   7.72,   3.62,   8.93
198801,   3.03,  -7.57,   8.99,   6.21,  -0.77,  -2.60,   5.53,   3.74,  -2.96,   5.79,  -1.87,   7.92,   8.15,   9.77,   6.50,   8.96,   3.27
198802,   4.62,   7.78,   3.02,  14.81,   4.37,   8.29,   3.80,  11.57,   9.58,   8.36,   7.77,   7.55,   6.76,  -1.42,  10.83,   3.02,   5.57
198803,  -0.30,   8.67,   2.04,   2.37,  -5.43,  -1.97,  -3.93,   1.05,  -3.69,   1.11,  -3.78,  -1.31,   1.72,  -3.18,  -1.62,  -2.74,  -1.74
198804,   0.21,   1.56,   4.53,  -0.28,   1.06,   1.81,  -1.48,   2.34,   5.83,  -0.38,   2.93,   3.87,  -0.36,  -0.29,   1.97,  -0.58,   0.39
198805,  -0.03,   0.40,  -0.46,  -1.42,   1.77,  -2.04,  -0.67,  -1.17,  -0.42,  -0.70,  -1.13,   1.11,  -0.03,   3.59,  -1.37,   2.01,   0.16
198806,   2.26,   1.63,  -1.84,   6.81,   6.72,   9.73,   1.87,   9.01,   6.38,   6.83,   8.79,   8.69,   8.32,   3.22,   6.39,   5.55,   5.95
198807,   1.08,  -0.89,   3.60,   0.54,   0.20,  -4.09,   1.70,  -2.74,   1.45,  -1.21,  -4.57,  -0.69,  -1.41,  -0.26,  -0.44,   0.24,  -1.40
198808,   0.83,  -4.21,  -1.48,   1.05,  -4.46,  -4.12,  -0.96,  -3.53,  -4.88,  -1.05,  -7.66,  -6.63,  -3.31,  -0.13,  -2.55,  -0.06,  -3.30
198809,   6.47,  -1.95,  -2.30,   1.19,   4.13,   2.11,   4.86,   0.44,   0.84,   4.15,   3.18,   4.07,   6.44,   2.72,   9.28,   3.94,   5.75
198810,  12.68,  -0.02,   1.84,   1.04,   2.45,   1.10,   1.43,  -0.07,   4.27,   0.12,   0.12,   4.94,   1.34,   2.53,   1.93,  -0.17,   0.76
198811,  -0.48,   0.61,  -0.31,  -5.35,  -5.02,  -2.20,  -1.10,  -3.13,  -1.77,  -0.27,  -1.97,  -0.09,  -1.07,  -0.46,  -2.61,  -2.62,  -1.82
198812,   2.49,  -1.30,   1.78,   6.34,   2.82,   4.74,   2.96,   3.77,   4.02,   2.67,   3.97,  -0.61,   1.38,   1.01,   1.20,  -0.11,   2.78
198901,   5.05,   2.94,   6.26,   5.17,   6.28,  10.48,   6.43,   5.99,  11.91,   3.64,   6.72,   9.01,   7.93,   2.76,   6.39,   6.75,   7.59
198902,  -1.55,   5.49,  -1.32,   2.94,   0.55,  -2.16,  -1.59,   0.68,  -3.58,  -0.84,  -3.84,  -4.72,  -0.08,  -1.82,  -1.84,  -0.34,  -1.70
198903,   5.12,  -2.29,   3.82,   4.35,   0.70,   2.37,   5.69,   1.43,  -1.93,   3.23,  -3.87,  -2.51,   0.69,   0.56,   3.12,   4.70,   3.55
198904,   5.71,  -1.37,   2.33,   2.35,   6.11,   5.13,   5.24,   5.84,   3.43,   4.44,   5.38,  -0.38,   5.04,   3.91,   5.80,   3.86,   7.92
198905,   6.01,  -4.52,   2.75,   3.53,   1.09,   0.73,   4.42,   3.21,   1.16,   3.40,   4.51,   1.36,   2.51,   5.35,   5.84,   4.11,   5.17
198906,   0.87,   4.34,  -1.06,  -0.82,   1.45,  -2.70,  -1.47,  -0.91,  -3.80,  -1.38,  -3.31,   0.27,  -2.04,   3.41,  -2.10,   0.86,  -0.32
198907,  13.63,  -0.76,   3.90,   8.69,   7.01,   6.84,  13.96,   9.01,   6.60,   6.55,   5.68,   4.41,   7.26,   5.80,  10.01,   8.12,   7.80
198908,  -4.10,   6.97,   3.41,   4.60,   0.61,   7.59,   1.24,   2.80,   7.99,   5.35,   2.03,   7.75,   8.45,  -0.80,   2.68,   1.94,   1.92
198909,  -0.14,   3.31,   1.28,   2.21,  -2.65,  -3.46,   1.40,  -1.77,  -2.54,  -4.61,  -3.21,  -5.83,  -2.74,   0.48,  -2.41,   2.10,   1.72
198910,  -1.53,  -0.39,   0.70,  -5.71,  -5.41,  -5.84,   1.35,  -7.49,  -9.16,  -5.80,  -4.58,  -6.23,  -7.13,   1.00,  -3.79,  -4.00,  -3.21
198911,   3.63,  10.58,   3.83,  -0.99,  -0.07,   2.55,   3.32,   2.96,   2.38,   1.17,   2.02,  -2.19,  -1.32,   3.23,   1.30,  -0.48,   1.33
198912,   2.77,   1.86,   5.97,  -1.34,   0.02,   4.38,   1.12,   0.16,   0.64,   2.53,   0.66,  -1.70,   2.67,   4.79,   0.77,  -2.44,   3.03
199001,  -9.60,   4.19,  -4.36,  -9.60,  -7.04,  -7.92,  -7.11,  -5.45,  -8.78,  -4.73,  -2.09,  -3.24,  -5.73,  -5.35,  -6.10,  -9.78, -10.99
199002,  -0.19,   0.09,   3.12,   2.46,   0.60,   2.77,  -2.24,   3.36,   3.24,   3.50,   3.69,   6.05,   4.31,   0.21,   1.80,   2.32,   0.87
199003,   5.52,  -4.91,  -0.66,   6.13,   4.24,   1.12,   4.42,   5.17,   6.28,   4.81,   3.97,   3.29,   5.12,  -0.75,   5.13,  -1.56,   3.46
199004,   0.57,  -8.73,  -3.49,  -1.51,  -5.90,  -3.71,   1.75,  -2.10,  -7.05,   0.16,  -1.41,  -3.94,  -4.20,  -5.51,  -2.25,  -4.24,  -2.91
199005,  11.59,   7.88,   6.18,   6.86,   6.51,   7.12,  10.36,  11.21,   7.31,   7.73,  10.04,   8.24,   7.53,   5.43,  11.69,   9.27,   9.91
199006,   1.77,  -5.62,  -2.07,  -2.79,  -0.70,  -2.26,   5.13,  -2.60,  -1.45,   0.94,  -1.50,  -2.28,  -0.72,   0.75,   1.69,  -1.85,  -1.70
199007,   0.33,   9.43,   8.26,  -3.02,  -4.76,   0.40,   2.94,   0.67,   5.64,  -1.48,  -3.61,  -2.72,  -3.12,   0.89,  -3.59,  -4.58,  -4.16
199008,  -6.62,  -6.94,  -1.19, -16.22,  -8.15, -12.82,  -7.22, -12.20, -10.22, -12.49, -12.74, -13.89, -12.73,  -6.64, -12.99, -11.02, -10.90
199009,  -3.09,  -1.46,  -1.58, -13.87,  -7.76,  -6.75,  -4.57,  -9.01,  -6.14,  -9.61,  -7.46, -10.78,  -7.59,   0.48,  -9.38, -11.44,  -3.98
199010,   4.23, -16.00,  -4.06,  -8.72,  -4.78,   1.17,   2.85,  -6.53, -11.47,  -3.48,  -4.73,  -2.59,  -0.30,   7.24,  -3.02,  -7.01,  -0.08
199011,   5.17,  -2.06,   1.68,  13.91,  10.25,   9.82,   8.46,   9.92,   2.95,   8.20,   9.75,   2.76,   4.91,   2.29,  11.07,  14.26,   5.91
199012,   3.97,   9.42,  -1.98,   8.51,   2.25,   3.09,   3.11,   4.98,   8.01,   1.49,   4.63,  -1.54,   4.75,   0.80,   2.83,   5.46,   3.77
199101,   3.62,  -8.69,  -2.07,  16.10,   8.48,   5.83,   1.99,   8.33,   8.18,  11.28,  12.60,   6.60,   9.71,  -1.37,  10.71,   7.19,   5.19
199102,  11.41,   8.48,   8.58,  13.84,   7.95,   5.96,   8.89,  11.55,   6.64,   6.04,   6.47,  10.79,   3.10,   4.84,   8.18,  10.78,   5.56
199103,   5.83,  -1.64,   1.40,   3.75,   4.50,   0.14,   4.24,   0.30,   0.51,   4.06,  -0.46,  -1.20,   0.03,   1.71,   9.64,   5.86,   2.79
199104,  -1.61,   0.74,   2.63,   1.92,  -1.34,   3.48,  -0.73,   0.45,  -0.10,   0.50,  -2.39,  -2.17,   1.26,  -0.04,   1.95,   1.70,   0.29
199105,   3.28,   1.51,  -1.27,   2.08,   5.47,   9.97,   4.05,   8.52,   4.21,   6.42,   5.79,  15.70,   6.75,   0.15,   7.67,   4.63,   3.03
199106,  -4.59,   7.33,  -3.81,  -1.92,  -5.79,  -3.74,  -4.45,  -4.71,  -4.78,  -0.12,  -7.66,  -3.49,  -3.96,  -2.36,  -4.90,  -5.29,  -4.00
199107,   6.46,  -0.29,   5.16,   6.52,   3.61,   5.31,   7.66,   5.05,   4.51,   3.96,   2.96,  -1.18,   5.24,   3.99,   5.09,   5.68,   3.39
199108,   5.85,  -5.44,   1.29,   6.65,   5.09,   0.83,   3.25,   3.48,   0.89,   2.98,   1.28,  -3.18,   1.28,   3.52,   4.22,   4.39,   1.99
199109,  -3.92,   5.13,  -0.77,   3.37,   0.92,  -3.27,  -0.60,  -2.91,  -3.32,  -0.98,  -3.13,  -2.20,  -0.25,   3.73,  -3.94,  -0.23,  -0.50
199110,  -0.06,   1.48,   2.21,  -3.31,   4.28,   2.45,   4.60,  -2.82,  -0.97,  -1.14,  -0.21,  -3.81,   5.32,   1.23,  -2.86,   2.10,   3.37
199111,   0.66,  -0.63,  -7.63,  -3.46,  -1.78,  -5.78,  -2.15,  -2.71,  -7.67,  -5.29,  -5.80,  -8.36,  -6.99,   1.89,  -1.16,  -5.16,  -4.91
199112,  15.14,  -0.25,   2.17,  15.15,  10.37,  10.30,  15.59,  15.22,   7.07,  10.52,   9.70,   6.53,  11.85,   5.00,  13.18,  13.31,  11.96
199201,  -4.68,   7.63,  -4.11,   5.34,   4.90,   0.29,  -4.71,   3.03,   3.22,   3.71,   4.51,   9.61,   0.52,  -4.58,   0.99,   0.79,   1.06
199202,   0.06,   0.89,  -0.45,   3.93,   0.20,   2.64,  -1.31,   1.92,   7.01,   3.11,   4.44,  15.16,   1.63,  -1.24,   2.38,   2.93,   0.57
199203,  -1.50,  -7.01,  -2.89,  -1.86,  -3.70,   0.67,  -4.43,  -1.76,  -1.33,  -3.94,  -3.99,   1.28,  -2.12,  -0.53,  -1.56,  -0.82,  -2.69
199204,  -0.26,  -3.93,   9.51,  -3.18,   0.26,   6.13,   0.14,   0.12,   3.72,   1.44,   0.54,  10.26,   2.83,   2.69,  -3.92,   0.88,   1.71
199205,   1.79,   8.46,   3.23,  -1.88,  -0.20,  -0.95,   0.84,   3.29,   0.91,  -1.22,  -0.47,  -1.79,  -1.34,   2.53,  -0.64,   2.50,  -0.71
199206,  -1.91,   7.40,  -3.36,  -5.43,  -4.46,  -4.67,  -5.55,  -4.96,   1.96,  -6.51,  -2.23,   3.91,  -4.03,   0.54,  -1.39,   1.24,  -2.09
199207,   5.11,  -0.37,   5.39,   6.73,   5.12,   4.18,   6.12,   6.44,  -0.19,   5.09,   1.71,  -0.77,   1.95,   6.69,   3.26,   3.63,   3.93
199208,   1.55,  -4.25,   2.51,  -1.23,  -2.15,  -4.50,  -3.13,  -0.26,  -9.14,  -0.19,  -4.56, -10.69,  -4.78,  -0.49,  -0.37,  -3.22,  -2.18
199209,   1.13,   0.66,   0.18,   4.32,   3.38,   0.22,  -3.48,   2.54,  -0.43,  -0.05,   3.15,  -0.75,   1.63,   0.83,   4.46,   3.38,   1.64
199210,  -1.10,  -4.14,  -3.54,   0.52,  -1.66,   0.51,   2.87,   2.28,   1.56,   1.00,  -1.07,  -0.19,   4.54,  -0.43,   4.52,   2.83,   2.48
199211,   2.87,  -6.48,  -2.51,   8.79,   6.26,   1.98,   3.29,   3.25,   6.99,   3.99,   6.06,   8.45,   4.16,  -0.24,   7.37,   6.49,   5.79
199212,   0.38,   4.10,   1.94,   1.11,  -0.53,   0.93,  -1.87,   2.06,   3.98,   2.65,   1.05,   3.87,   4.64,   2.71,  -0.50,   4.66,   2.39
199301,  -1.67,  -3.45,   2.68,   0.17,   8.19,  -2.17,  -7.03,  -0.48,   6.52,   1.95,   4.13,   9.73,   0.33,   2.45,   0.04,   3.66,   1.16
199302,  -2.24,   3.91,   6.02,  -3.00,   1.21,   0.35,  -4.12,   4.24,  -0.51,  -1.62,   0.14,  -0.02,   1.30,   6.21,  -1.58,   0.97,  -0.34
199303,  -0.56,  11.94,   4.03,   4.20,   3.26,   2.08,   0.22,   1.51,  -0.83,   3.76,   2.23,   5.77,   4.05,   1.76,   3.11,   4.41,   2.40
199304, -10.82,   1.69,   1.08,  -5.75,  -5.90,   2.92,   0.67,  -3.05,  -2.25,  -0.97,  -1.89,   3.70,   1.09,  -0.14,  -8.80,  -3.70,  -2.81
199305,   2.95,   5.78,   1.75,   1.78,   3.27,   1.96,   2.21,   2.87,   4.17,   1.92,   6.58,   1.12,   2.73,  -0.05,   5.46,   0.43,   5.04
199306,  -0.54,   2.34,  -1.02,  -8.95,  -0.34,  -3.94,  -2.49,  -2.06,   1.36,  -2.08,   0.18,   4.14,   0.43,   3.18,  -3.52,   3.87,   1.47
199307,  -2.56,   5.44,   0.49,  -3.75,   1.81,   0.86,  -6.78,   0.38,  -2.50,  -2.67,  -1.77,   2.75,   3.44,   1.94,   0.49,   2.43,  -0.37
199308,   4.31,  -7.59,   4.21,   4.95,   7.70,   3.49,   3.51,   3.40,   2.78,   5.19,   5.82,  -0.41,   4.12,   3.68,   4.01,   3.14,   4.41
199309,  -2.13,  -8.78,   1.37,  -3.83,  -0.62,  -2.69,  -0.41,  -2.23,  -4.34,   0.69,  -1.22,   0.61,  -0.75,  -0.64,   0.31,   2.37,   0.99
199310,   5.96,   6.85,  -1.93,   4.91,   4.18,   2.39,   6.49,   2.85,   4.29,   6.62,   1.02,   9.63,   2.25,  -1.96,   5.18,  -3.79,   2.81
199311,   0.20,  -1.81,  -5.95,   0.94,  -0.55,   1.32,   2.26,   3.02,   0.32,  -0.06,   0.89,   1.75,   1.28,  -5.52,   0.92,  -3.82,  -2.88
199312,   1.56,  12.69,   0.60,   0.25,   1.22,   2.62,   1.16,   1.25,   6.85,   3.87,   5.14,   4.33,   3.79,   1.61,  -3.10,   2.26,   1.60
199401,  -0.77,   1.74,   4.90,  -2.33,   2.00,   8.40,   0.85,   2.55,  10.44,   0.77,   4.30,   8.04,   3.75,  -1.22,   0.87,   4.17,   3.78
199402,  -0.92,  -1.53,  -2.93,   1.77,  -1.37,  -0.93,  -4.94,  -0.02,  -3.24,  -0.41,   0.97,  -4.63,  -1.63,  -4.96,   2.19,  -4.04,  -3.28
199403,  -3.90,   1.81,  -3.56,  -0.42,  -3.53,  -2.95,  -7.16,  -4.81,  -5.74,  -4.78,  -3.98,  -6.52,  -5.28,  -3.93,  -4.97,  -3.30,  -5.03
199404,   1.21,  -9.11,   4.18,   0.31,  -1.72,   2.45,   4.65,   0.48,  -0.98,   0.29,  -2.33,   0.65,  -0.44,   2.12,   0.02,   2.46,   0.00
199405,  -1.28,   1.35,   0.89,  -2.98,   1.92,   3.73,   3.02,   1.20,   3.53,   3.12,   0.46,  -2.33,  -0.47,  -5.35,  -2.65,   4.31,   2.19
199406,  -1.28,  -3.46,  -2.74,  -3.55,  -2.31,  -2.85,  -2.99,  -3.19,   1.01,  -0.54,  -4.53,  -3.10,  -1.63,  -3.14,  -2.11,  -2.61,  -2.39
199407,   3.37,   1.22,   3.14,   1.56,   2.30,   3.86,   1.35,   2.70,   6.76,  -0.71,   4.72,   3.84,   0.98,   5.17,   0.78,   2.80,   3.48
199408,   6.54,   3.88,  -0.23,   5.12,   4.52,   6.24,  10.65,   5.81,   5.32,   3.35,   6.59,  -1.38,   3.28,   0.66,   4.24,   3.54,   4.32
199409,   0.87,   5.86,  -2.05,  -3.53,  -1.40,  -0.76,   0.65,  -3.24,   0.44,  -2.46,  -1.64,  -5.29,  -6.39,  -2.78,  -2.64,  -4.73,  -0.61
199410,   2.53,  -8.46,   7.38,   1.58,  -0.63,   0.02,   2.47,   0.79,  -3.78,   1.61,   4.53,  -1.36,   2.25,   1.57,   1.14,   0.35,   1.08
199411,  -0.94,  -9.66,  -5.08,  -3.54,  -4.73,  -7.70,   1.02,  -4.00,  -8.58,  -3.81,  -3.65,  -4.80,  -3.88,   0.27,  -3.29,  -5.32,  -4.10
199412,   1.38,   2.80,  -0.71,   1.73,   1.12,   3.55,   0.29,   0.72,   4.47,   1.17,   3.78,   4.41,   2.16,   0.35,  -4.20,   1.36,   1.96
199501,   2.55,  -5.86,   0.25,  -2.97,   1.29,  -2.53,   5.84,   1.23,  -5.91,   2.46,  -0.22,  -5.83,   1.98,   6.22,   1.52,   5.63,   2.23
199502,   2.70,   4.15,   4.75,   2.47,   5.03,   6.01,   1.75,   2.84,   3.42,   4.44,   6.82,   4.56,   6.97,   0.82,   2.92,   4.93,   3.66
199503,   3.07,  10.14,   5.13,   0.35,   3.75,   5.86,   1.92,   0.34,   2.15,   4.18,   4.13,   1.29,   4.64,  -1.75,   4.19,   1.20,   2.31
199504,   3.61,  -1.63,   2.30,  -0.57,   2.11,   3.19,   3.47,  -0.08,   0.02,   1.07,   7.93,   1.75,   3.56,   2.38,  -2.22,   1.69,   1.80
199505,   5.00,  -1.03,   4.17,   1.57,   2.71,   2.99,   3.07,   1.70,   1.67,   4.65,   3.55,   5.03,   2.19,   6.03,   3.64,   6.21,   1.02
199506,   1.80,   0.90,  -3.09,   2.75,   0.80,   1.40,   3.01,   3.12,   6.51,   0.68,   6.19,   1.21,   4.33,  -0.46,   5.26,   1.73,   5.32
199507,   0.68,   7.52,   2.20,   6.31,   2.77,   2.37,   2.57,   4.44,   6.45,   3.31,   7.52,   2.21,   7.69,  -0.38,   3.06,   4.21,   5.58
199508,   0.14,  -0.67,  -1.65,   0.28,   0.99,  -0.15,   0.21,  -1.62,   0.01,  -1.18,  -0.20,   0.78,  -0.27,   0.99,  -3.15,   5.17,   1.92
199509,   8.09,   1.29,   1.23,   2.71,   0.06,   2.68,   7.88,   1.91,  -4.13,  -4.00,   1.26,  -0.39,   3.79,   6.29,   3.80,   5.75,   3.32
199510,   1.55,  -8.84,  -0.17,  -4.88,  -1.97,  -5.80,   3.12,  -2.35,  -5.92,  -6.76,   1.04,  -5.27,  -2.17,   1.49,  -6.70,  -1.93,  -1.28
199511,   4.31,   9.28,   4.88,   2.40,   5.57,   6.40,   5.38,   7.24,   8.02,   7.17,   0.17,   5.44,   7.50,   1.56,   5.88,   6.74,   3.52
199512,   1.77,   2.73,   5.70,   3.44,  -1.18,   2.22,   4.05,   2.01,  -0.40,  -0.53,  -1.97,   4.38,   1.08,   5.08,  -2.01,   1.25,   1.75
199601,   3.17,  13.05,  -0.45,  -2.76,   3.18,   5.77,   5.38,   1.40,   3.90,   0.93,   3.46,   3.09,   0.81,   1.86,   0.18,   3.93,   1.97
199602,   3.18,   3.08,   1.05,   1.47,   1.03,   3.03,  -1.14,  -1.92,  -0.72,   5.94,   4.76,   1.83,   3.32,  -2.63,   5.85,   2.14,   0.72
199603,  -1.58,  -0.37,   4.91,   9.22,   0.82,   5.82,   0.31,   4.16,   5.38,   1.57,  -2.29,   6.60,   3.44,  -0.52,   6.40,   0.98,   0.29
199604,  -0.52,   1.30,   3.65,   4.93,   4.52,  -1.25,  -0.80,   2.08,   1.92,   5.08,   6.64,   3.27,   1.88,  -2.68,   4.42,  -1.06,   4.64
199605,   7.15,   3.93,   0.44,   7.51,   3.26,  -0.47,   4.59,   3.40,  -0.11,   1.11,   3.48,   1.63,   0.96,   1.33,   4.20,   1.42,   2.39
199606,   3.95,  -9.94,   0.97,   0.32,  -0.35,  -2.33,   1.93,   0.87,  -5.60,  -0.21,  -4.51,  -5.12,  -0.45,   5.26,  -1.57,   0.64,  -1.52
199607,  -4.35,  -3.37,  -4.52,  -4.14,  -6.21,  -3.21,  -3.57,  -4.77,  -5.71,  -8.16,  -6.06,  -4.42,  -4.92,  -5.82,  -7.44,  -2.55,  -8.32
199608,   1.07,   2.90,   2.87,   5.18,   2.59,   4.05,   0.34,   3.48,   5.78,   6.23,   4.70,   3.01,   3.19,   2.89,   6.60,   4.17,   2.41
199609,   4.50,  -2.80,   3.95,   5.42,   4.77,   5.73,   6.78,   6.46,   1.96,   2.73,  10.52,  -0.34,   3.51,   0.67,   2.49,   5.78,   5.20
199610,   1.65,  -1.61,   6.16,  -0.48,  -1.98,   1.02,   1.94,   1.10,  -0.80,  -1.51,   0.94,   4.58,   1.75,   3.61,  -2.35,   5.46,  -2.10
199611,   4.16,   2.93,   5.37,  -0.22,   5.64,   4.73,   8.48,   2.34,   7.99,   5.99,  12.52,   5.92,   6.31,   2.61,   3.14,   8.45,   5.55
199612,  -0.80,  -1.92,   0.66,   2.44,  -1.93,  -1.81,  -1.73,  -0.55,  -1.55,   1.35,  -2.49,  -2.55,   1.17,   0.15,  -4.09,  -1.61,  -0.37
199701,   6.86,  -2.46,   4.10,   6.24,   4.45,   4.21,   9.80,   3.68,   4.92,   3.12,   8.54,   2.41,   2.13,   0.90,   0.49,   6.59,   4.20
199702,   2.78,  14.30,  -5.64,   2.93,   2.22,   0.91,   2.90,  -0.16,   0.52,  -2.50,  -5.43,   0.54,  -1.49,  -0.55,   3.86,   3.93,  -1.21
199703,  -3.95,  -9.95,   4.94,  -5.03,  -6.14,  -2.11,  -7.17,  -4.29,  -4.58,  -3.77,  -4.66,  -4.27,  -0.87,  -2.76,   0.13,  -6.62,  -6.01
199704,   7.24,  -4.12,   0.06,  -3.91,   5.60,   3.16,   7.54,   6.76,   2.23,   5.23,   7.27,   4.72,   4.03,  -1.40,   2.08,   6.20,   3.57
199705,   4.66,   8.28,   7.36,   5.51,   6.63,   4.53,   7.03,   6.45,   8.15,  10.89,   9.67,   5.42,   6.48,   3.78,   5.39,   5.83,   8.73
199706,   3.10,   2.56,   1.23,   3.36,   4.36,   6.72,   8.23,   4.79,   4.39,   4.64,   1.88,   2.82,   3.61,   3.05,   5.83,   6.17,   3.99
199707,   3.72,   0.82,   7.13,   3.11,   0.29,   6.79,   2.90,   8.82,  10.20,   3.09,  16.41,   8.21,   7.73,   2.80,   8.84,  10.64,   5.44
199708,  -8.19,   0.23,   0.33,  -4.65,  -2.40,  -4.52,  -7.53,  -6.33,  -1.77,   2.49,  -1.66,   1.20,  -5.19,  -1.16,  -3.28,  -5.63,  -2.43
199709,   7.09,   5.14,   6.20,   5.33,   4.50,   0.46,   5.73,   5.50,   1.14,   1.47,   4.53,   5.43,   6.11,   4.64,   4.76,   8.11,   5.54
199710,  -3.54, -12.91,  -1.92,  -7.08,  -3.95,  -3.93,   0.53,  -1.04,  -7.65,  -4.69, -10.17,  -3.21,  -5.82,   0.92,  -2.91,  -1.94,  -2.36
199711,   7.36,  -8.58,  -3.49,   0.90,   1.65,   3.02,   4.77,   2.47,  -3.49,   1.76,   2.83,  -2.16,   1.82,   7.15,   6.89,   3.61,   4.48
199712,   3.69,  -5.31,  -1.27,  -6.73,   0.99,  -0.03,   4.38,   3.72,   1.55,   0.84,  -3.58,   4.52,   0.44,   7.95,  -1.25,   5.88,   1.29
199801,  -2.92,  -0.57,  -5.64,   0.34,   2.36,  -2.83,   4.80,   1.42,   2.41,  -2.24,   4.39,   0.39,   0.64,  -4.39,   1.21,  -2.86,   2.56
199802,   4.60,   4.47,   6.91,   9.72,   8.28,   7.67,   5.44,   8.77,   5.83,   8.56,   8.01,  12.78,   7.53,   2.64,  11.69,   8.82,   6.74
199803,   8.12,  10.02,   4.61,   4.99,   5.30,   5.54,   2.52,   8.26,   3.39,   4.40,  -0.87,   6.15,   3.48,   6.77,   7.16,   5.72,   7.37
199804,  -3.28,   3.37,   3.83,   2.43,   3.32,   2.74,   0.78,  -0.19,   3.59,  -3.08,   4.65,   1.64,  -1.31,  -2.51,  -0.23,   1.86,   0.50
199805,   1.85, -10.15,  -4.06,  -1.22,  -3.49,   1.09,  -1.46,   1.12,  -7.26,  -3.57,  -6.02,   9.75,  -3.71,  -0.88,   2.84,  -2.32,  -4.14
199806,   3.33,  -3.57,  -1.20,  -0.05,  -0.15,  -3.46,   7.22,   1.27,  -1.83,  -7.08,   2.78,   3.04,  -0.87,   2.84,   6.21,   3.50,   5.37
199807,  -6.01,  -2.26,  -6.83, -10.03,  -0.31,  -9.21,  -0.16,  -4.05,  -6.40,  -6.95,   0.87,  -0.46,  -5.78,  -5.35,  -2.68,  -1.00,  -1.39
199808, -14.56, -21.61, -10.40, -20.48, -14.03, -11.18,  -9.84, -16.03, -18.39, -19.32, -14.72, -19.84, -17.51,   2.29, -13.60, -22.15, -16.62
199809,   0.10,  22.22,  13.66,   0.61,  -3.04,   0.59,  10.37,  -0.28,   9.01,  -2.68,  10.61,   2.05,   4.41,   7.96,  -0.05,   2.03,   9.10
199810,  12.24,   1.00,   1.19,   5.99,   9.86,   1.25,   6.50,  10.69,   8.09,  11.39,  10.13,  12.37,  10.69,  -1.77,  12.50,  10.01,   5.31
199811,   4.87,   1.41,   0.27,   4.73,   2.95,   4.10,   5.69,   8.24,  -2.08,   3.21,   8.37,   4.92,   4.81,   1.35,   9.61,   6.35,   7.91
199812,  -0.83,   5.95,  -1.41,   4.20,   1.10,  -4.94,   3.42,  11.15,  -0.81,  -5.11,  11.88,   5.02,  -1.70,   2.82,   8.96,   3.23,  11.93
199901,  -2.66,   5.81,  -5.46,   3.62,  -0.71,  -4.82,  -1.49,   5.55,   3.80,  -0.47,  11.16,   7.66,  -0.64,  -6.27,   3.75,   0.53,   8.09
199902,  -2.58,   2.27,  -3.35,  -0.18,  -3.59,   1.55,  -0.04,  -5.12,  -5.42,  -2.14, -10.64,  -3.96,   1.21,  -3.77,   0.03,   0.62,  -5.50
199903,  -2.60,  13.34,  14.11,  -0.03,  -1.41,   3.61,   1.74,   4.38,  -2.49,   3.84,   5.33,  -2.00,   3.46,  -1.71,   3.97,   3.03,   4.95
199904,   3.07,  22.60,  15.67,   8.66,  13.33,  22.30,  -5.76,   0.54,  30.67,  16.37,   4.28,   9.44,  13.04,   7.18,   0.12,   6.28,   4.60
199905,   1.61, -10.72,  -2.76,  -1.67,  -2.89,  -6.05,  -2.01,  -2.76,  -7.39,  -0.11,  -0.43,  -6.31,  -3.45,   6.73,  -3.90,  -3.61,  -0.80
199906,  -1.70,  -8.33,   0.19,   1.95,   4.39,   3.10,   4.06,   0.36,   8.84,   1.76,  11.74,  -0.63,   3.09,  -4.29,   7.75,   2.83,   7.27
199907,  -1.68,  -9.59,   2.14,  -8.71,  -3.28,  -0.03,  -5.62,  -1.59,  -1.15,  -0.91,   1.79,  -7.30,  -1.36,  -0.48,  -6.15,  -5.77,  -3.74
199908,  -3.04,   5.07,   1.36, -10.61,  -4.91,  -5.95,   3.81,  -3.82,  -0.43,  -6.10,   7.16,   3.43,  -4.83,   0.55,  -6.07,  -5.28,  -2.43
199909,  -9.42,  -2.82,  -3.54,   1.76,  -7.96,  -5.55,  -7.50,  -1.69,  -2.54,  -3.12,  -1.60,  -6.05,  -6.45,  -4.37,   1.69,  -5.32,   1.50
199910,  12.13,   8.28,  -2.45,   0.73,  -2.52,   2.27,  10.45,   4.98,   0.79,  -0.60,   5.18,   3.94,   1.70,   2.24,   4.59,  13.97,   4.74
199911,   0.92,   0.11,   3.49,  -8.25,  -1.75,  -0.68,   0.25,   2.62,   7.24,  -3.82,   8.42,  -2.26,  -4.56,  -7.39,   4.72,  -3.56,   7.54
199912,  -7.03,  13.22,   0.57,   3.76,   2.24,   6.81,  -8.20,  15.98,  22.02,   4.29,  16.38,   3.71,   1.91,  -2.24,   3.03,  -1.06,  15.34
200001,  -5.21,  19.95,   1.79, -10.82,  -8.60,  -8.98,   3.56, -14.88,  -2.77,  -9.50,   0.15,  -0.35,  -9.67,   6.06, -12.98,  -4.41,  -6.77
